@relation 'bank-full-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R1-precision6-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R6-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R13-15-precision6-weka.filters.unsupervised.attribute.Remove-R5,12-weka.filters.unsupervised.instance.Resample-S1-Z90.0-no-replacement'

@attribute age {0_30,30_60,60_max}
@attribute job {management,technician,entrepreneur,blue-collar,unknown,retired,admin.,services,self-employed,unemployed,housemaid,student}
@attribute marital {married,single,divorced}
@attribute education {tertiary,secondary,unknown,primary}
@attribute balance {-10000_14010,14010_36039,36039_58068,58068_80097,80097_max}
@attribute housing {yes,no}
@attribute loan {no,yes}
@attribute contact {unknown,cellular,telephone}
@attribute day numeric
@attribute month {may,jun,jul,aug,oct,nov,dec,jan,feb,mar,apr,sep}
@attribute campaign {0_21,21_42,42_max}
@attribute pdays {-1_289,289_580,580_max}
@attribute previous {0_91,91_183,183_max}
@attribute poutcome {unknown,failure,other,success}
@attribute y {no,yes}

@data
0_30,technician,married,secondary,-10000_14010,yes,no,unknown,27,may,0_21,-1_289,0_91,unknown,no
0_30,management,single,tertiary,-10000_14010,no,no,cellular,28,jan,0_21,-1_289,0_91,unknown,no
0_30,services,single,secondary,-10000_14010,yes,no,cellular,7,may,0_21,289_580,0_91,failure,no
0_30,housemaid,married,primary,-10000_14010,no,no,cellular,21,aug,0_21,-1_289,0_91,unknown,no
0_30,management,single,tertiary,-10000_14010,yes,no,unknown,26,jun,0_21,-1_289,0_91,unknown,no
0_30,blue-collar,married,secondary,-10000_14010,yes,no,cellular,20,apr,0_21,-1_289,0_91,unknown,no
0_30,management,married,tertiary,-10000_14010,no,no,cellular,3,feb,0_21,-1_289,0_91,unknown,no
0_30,management,married,tertiary,-10000_14010,yes,no,cellular,11,may,0_21,-1_289,0_91,unknown,no
30_60,blue-collar,single,primary,-10000_14010,yes,yes,cellular,18,may,0_21,-1_289,0_91,unknown,no
0_30,management,single,tertiary,-10000_14010,no,no,cellular,30,apr,0_21,-1_289,0_91,unknown,yes
0_30,student,single,secondary,-10000_14010,no,no,cellular,30,apr,0_21,-1_289,0_91,unknown,yes
0_30,blue-collar,married,secondary,-10000_14010,no,no,cellular,17,apr,0_21,-1_289,0_91,unknown,no
0_30,blue-collar,married,secondary,-10000_14010,yes,no,cellular,15,may,0_21,-1_289,0_91,unknown,no
0_30,blue-collar,divorced,secondary,-10000_14010,no,no,cellular,29,jan,0_21,-1_289,0_91,unknown,no
30_60,technician,married,secondary,-10000_14010,no,no,cellular,30,apr,0_21,-1_289,0_91,unknown,no
0_30,services,divorced,secondary,-10000_14010,yes,no,unknown,20,may,0_21,-1_289,0_91,unknown,no
0_30,admin.,single,tertiary,-10000_14010,no,no,cellular,29,sep,0_21,-1_289,0_91,failure,no
0_30,management,single,tertiary,-10000_14010,yes,yes,cellular,17,jul,0_21,-1_289,0_91,unknown,no
0_30,services,single,secondary,-10000_14010,yes,no,telephone,12,may,0_21,-1_289,0_91,unknown,no
0_30,blue-collar,single,primary,-10000_14010,yes,no,cellular,14,may,0_21,289_580,0_91,failure,no
30_60,blue-collar,married,secondary,-10000_14010,yes,no,unknown,14,may,0_21,-1_289,0_91,unknown,yes
0_30,management,married,tertiary,-10000_14010,no,no,cellular,5,feb,0_21,-1_289,0_91,unknown,yes
0_30,unemployed,single,secondary,-10000_14010,no,no,cellular,17,jul,0_21,-1_289,0_91,unknown,no
0_30,services,single,secondary,-10000_14010,yes,no,cellular,19,nov,0_21,-1_289,0_91,unknown,no
30_60,blue-collar,married,secondary,-10000_14010,no,no,cellular,31,jul,0_21,-1_289,0_91,unknown,no
0_30,management,single,tertiary,-10000_14010,yes,yes,cellular,25,jul,0_21,-1_289,0_91,unknown,no
30_60,services,married,primary,-10000_14010,yes,no,unknown,7,may,0_21,-1_289,0_91,unknown,no
0_30,services,single,secondary,-10000_14010,yes,yes,telephone,5,jun,0_21,-1_289,0_91,unknown,no
0_30,technician,married,secondary,-10000_14010,no,no,cellular,28,aug,0_21,-1_289,0_91,unknown,no
0_30,student,single,tertiary,-10000_14010,yes,no,unknown,20,may,0_21,-1_289,0_91,unknown,no
0_30,technician,married,secondary,-10000_14010,no,yes,cellular,7,aug,0_21,-1_289,0_91,unknown,no
30_60,housemaid,married,primary,-10000_14010,yes,yes,cellular,4,feb,0_21,-1_289,0_91,unknown,no
0_30,admin.,married,secondary,-10000_14010,no,no,cellular,28,jan,0_21,-1_289,0_91,unknown,no
0_30,management,single,tertiary,-10000_14010,yes,no,cellular,8,may,0_21,289_580,0_91,failure,no
0_30,services,single,secondary,-10000_14010,no,no,unknown,18,jun,0_21,-1_289,0_91,unknown,no
0_30,blue-collar,single,secondary,-10000_14010,yes,no,unknown,2,jun,0_21,-1_289,0_91,unknown,no
0_30,blue-collar,married,primary,-10000_14010,yes,no,cellular,15,may,0_21,-1_289,0_91,unknown,no
0_30,blue-collar,single,primary,-10000_14010,yes,yes,cellular,20,nov,0_21,-1_289,0_91,unknown,no
0_30,technician,single,secondary,-10000_14010,yes,no,cellular,25,may,0_21,-1_289,0_91,unknown,yes
0_30,unemployed,single,tertiary,-10000_14010,no,no,cellular,8,nov,0_21,-1_289,0_91,unknown,no
0_30,services,single,secondary,-10000_14010,yes,no,cellular,17,apr,0_21,-1_289,0_91,unknown,no
0_30,management,single,tertiary,-10000_14010,yes,no,cellular,17,nov,0_21,-1_289,0_91,failure,no
0_30,blue-collar,married,secondary,-10000_14010,yes,yes,unknown,7,may,0_21,-1_289,0_91,unknown,no
0_30,blue-collar,married,secondary,-10000_14010,yes,no,cellular,20,apr,0_21,-1_289,0_91,unknown,no
0_30,technician,single,secondary,-10000_14010,yes,yes,cellular,14,may,0_21,-1_289,0_91,unknown,no
0_30,management,married,tertiary,-10000_14010,no,no,telephone,21,nov,0_21,-1_289,0_91,unknown,no
30_60,management,divorced,tertiary,-10000_14010,yes,no,unknown,2,jun,0_21,-1_289,0_91,unknown,yes
0_30,technician,divorced,unknown,-10000_14010,no,no,telephone,2,jul,0_21,-1_289,0_91,success,yes
0_30,management,single,tertiary,-10000_14010,no,no,cellular,26,feb,0_21,-1_289,0_91,success,yes
30_60,management,divorced,tertiary,-10000_14010,no,yes,cellular,21,jul,0_21,-1_289,0_91,unknown,no
30_60,management,married,tertiary,-10000_14010,yes,yes,unknown,15,may,0_21,-1_289,0_91,unknown,no
0_30,admin.,single,secondary,-10000_14010,no,yes,cellular,9,feb,0_21,-1_289,0_91,unknown,no
30_60,admin.,married,secondary,-10000_14010,no,no,cellular,5,feb,0_21,-1_289,0_91,unknown,no
0_30,technician,single,secondary,-10000_14010,no,no,cellular,28,aug,0_21,-1_289,0_91,unknown,no
30_60,technician,divorced,secondary,-10000_14010,yes,no,unknown,17,nov,0_21,-1_289,0_91,failure,no
0_30,blue-collar,single,secondary,-10000_14010,no,yes,unknown,27,may,0_21,-1_289,0_91,unknown,no
0_30,self-employed,married,tertiary,-10000_14010,yes,no,cellular,10,jul,0_21,-1_289,0_91,unknown,no
30_60,management,married,tertiary,-10000_14010,yes,no,unknown,13,may,0_21,-1_289,0_91,unknown,no
30_60,blue-collar,married,primary,-10000_14010,no,no,unknown,2,jul,0_21,-1_289,0_91,unknown,no
30_60,blue-collar,married,primary,-10000_14010,no,yes,cellular,7,aug,0_21,-1_289,0_91,unknown,no
30_60,services,married,secondary,-10000_14010,no,no,unknown,15,may,0_21,-1_289,0_91,unknown,no
0_30,management,single,tertiary,-10000_14010,no,no,cellular,21,aug,0_21,-1_289,0_91,unknown,no
0_30,entrepreneur,married,secondary,-10000_14010,yes,yes,unknown,29,may,0_21,-1_289,0_91,unknown,no
0_30,student,single,tertiary,-10000_14010,no,no,cellular,3,aug,0_21,-1_289,0_91,unknown,yes
0_30,self-employed,married,tertiary,-10000_14010,no,no,cellular,8,aug,0_21,-1_289,0_91,unknown,no
0_30,technician,single,tertiary,-10000_14010,no,no,cellular,28,jan,0_21,-1_289,0_91,unknown,no
0_30,blue-collar,married,primary,-10000_14010,yes,no,cellular,6,may,0_21,-1_289,0_91,unknown,no
30_60,management,married,tertiary,-10000_14010,no,no,cellular,4,aug,0_21,-1_289,0_91,unknown,no
0_30,management,married,secondary,-10000_14010,yes,no,cellular,20,apr,0_21,-1_289,0_91,unknown,no
0_30,unemployed,single,tertiary,-10000_14010,no,no,cellular,1,jun,0_21,-1_289,0_91,unknown,yes
0_30,technician,married,secondary,-10000_14010,yes,no,telephone,30,jun,0_21,-1_289,0_91,other,no
0_30,blue-collar,single,secondary,-10000_14010,yes,no,unknown,21,may,0_21,-1_289,0_91,unknown,no
0_30,technician,single,secondary,-10000_14010,yes,no,cellular,18,may,0_21,-1_289,0_91,unknown,no
0_30,entrepreneur,married,tertiary,-10000_14010,yes,no,cellular,17,nov,0_21,-1_289,0_91,unknown,no
0_30,technician,married,secondary,-10000_14010,yes,no,telephone,18,nov,0_21,-1_289,0_91,unknown,no
0_30,services,single,secondary,-10000_14010,yes,no,unknown,28,may,0_21,-1_289,0_91,unknown,no
30_60,technician,married,secondary,-10000_14010,no,no,unknown,6,jun,0_21,-1_289,0_91,unknown,no
0_30,admin.,married,secondary,-10000_14010,yes,no,cellular,21,nov,0_21,-1_289,0_91,unknown,no
0_30,housemaid,married,primary,-10000_14010,yes,no,unknown,6,may,0_21,-1_289,0_91,unknown,no
0_30,entrepreneur,married,secondary,-10000_14010,yes,no,unknown,19,jun,0_21,-1_289,0_91,unknown,no
0_30,management,single,tertiary,-10000_14010,yes,no,cellular,23,jul,0_21,-1_289,0_91,unknown,no
0_30,housemaid,married,primary,-10000_14010,no,no,cellular,12,aug,0_21,-1_289,0_91,unknown,no
0_30,admin.,divorced,secondary,-10000_14010,yes,yes,unknown,24,jun,0_21,-1_289,0_91,unknown,no
30_60,technician,married,secondary,-10000_14010,yes,no,cellular,20,apr,0_21,289_580,0_91,failure,no
30_60,admin.,married,secondary,-10000_14010,yes,no,cellular,10,jul,0_21,-1_289,0_91,unknown,yes
0_30,management,married,primary,-10000_14010,yes,no,cellular,15,may,0_21,289_580,0_91,failure,no
0_30,technician,married,secondary,-10000_14010,yes,no,cellular,25,jul,0_21,-1_289,0_91,unknown,no
0_30,admin.,single,secondary,-10000_14010,no,yes,cellular,29,jan,0_21,-1_289,0_91,unknown,no
0_30,blue-collar,married,secondary,-10000_14010,no,no,cellular,10,jul,0_21,-1_289,0_91,unknown,no
30_60,blue-collar,divorced,primary,-10000_14010,no,no,telephone,3,feb,0_21,-1_289,0_91,unknown,no
0_30,blue-collar,single,primary,-10000_14010,yes,no,cellular,13,may,0_21,-1_289,0_91,unknown,yes
30_60,retired,married,secondary,-10000_14010,yes,no,unknown,14,may,0_21,-1_289,0_91,unknown,no
30_60,self-employed,married,primary,-10000_14010,yes,no,cellular,8,aug,0_21,-1_289,0_91,unknown,no
30_60,technician,married,secondary,-10000_14010,no,yes,cellular,11,aug,0_21,-1_289,0_91,unknown,no
0_30,services,married,secondary,-10000_14010,no,no,unknown,18,jun,0_21,-1_289,0_91,unknown,no
0_30,blue-collar,single,secondary,-10000_14010,yes,no,unknown,21,may,0_21,-1_289,0_91,unknown,no
30_60,technician,married,secondary,-10000_14010,yes,no,unknown,30,may,0_21,-1_289,0_91,unknown,no
0_30,services,married,secondary,-10000_14010,no,no,cellular,18,jul,0_21,-1_289,0_91,unknown,no
30_60,blue-collar,married,primary,-10000_14010,no,no,cellular,26,aug,0_21,-1_289,0_91,unknown,no
0_30,blue-collar,single,secondary,-10000_14010,yes,no,unknown,20,jun,21_42,-1_289,0_91,unknown,no
30_60,blue-collar,married,unknown,-10000_14010,yes,no,unknown,15,may,0_21,-1_289,0_91,unknown,yes
30_60,technician,married,secondary,-10000_14010,no,no,cellular,12,feb,0_21,-1_289,0_91,success,yes
30_60,management,married,tertiary,-10000_14010,no,no,cellular,18,aug,0_21,-1_289,0_91,unknown,no
30_60,technician,married,secondary,-10000_14010,no,no,cellular,6,aug,0_21,-1_289,0_91,unknown,no
30_60,retired,divorced,primary,-10000_14010,no,no,cellular,1,jun,0_21,-1_289,0_91,failure,no
30_60,retired,married,secondary,-10000_14010,no,no,cellular,7,aug,0_21,-1_289,0_91,unknown,no
0_30,management,married,tertiary,-10000_14010,no,no,cellular,14,aug,0_21,-1_289,0_91,unknown,no
30_60,admin.,married,secondary,-10000_14010,no,no,cellular,24,apr,0_21,-1_289,0_91,unknown,no
30_60,technician,divorced,secondary,-10000_14010,yes,no,cellular,14,jul,0_21,-1_289,0_91,unknown,no
30_60,technician,married,secondary,-10000_14010,yes,no,unknown,29,may,0_21,-1_289,0_91,unknown,no
0_30,self-employed,divorced,secondary,-10000_14010,yes,no,cellular,4,feb,0_21,-1_289,0_91,unknown,no
0_30,housemaid,married,primary,-10000_14010,no,yes,unknown,4,sep,0_21,-1_289,0_91,unknown,no
0_30,admin.,married,secondary,-10000_14010,yes,no,unknown,27,may,0_21,-1_289,0_91,unknown,no
30_60,entrepreneur,married,tertiary,-10000_14010,no,no,cellular,7,aug,0_21,-1_289,0_91,unknown,no
0_30,services,married,secondary,-10000_14010,yes,yes,cellular,15,jul,0_21,-1_289,0_91,unknown,no
30_60,technician,married,secondary,-10000_14010,yes,no,cellular,21,jul,0_21,-1_289,0_91,unknown,yes
0_30,management,single,tertiary,-10000_14010,yes,no,cellular,11,may,0_21,289_580,0_91,failure,no
0_30,management,married,tertiary,-10000_14010,no,no,cellular,20,nov,0_21,-1_289,0_91,unknown,no
0_30,technician,single,secondary,-10000_14010,no,yes,cellular,25,aug,0_21,-1_289,0_91,unknown,no
30_60,services,married,secondary,36039_58068,yes,no,cellular,21,nov,0_21,-1_289,0_91,unknown,no
0_30,blue-collar,married,primary,-10000_14010,yes,yes,unknown,6,may,0_21,-1_289,0_91,unknown,no
0_30,student,single,unknown,-10000_14010,no,no,cellular,3,mar,0_21,-1_289,0_91,failure,yes
30_60,services,married,secondary,-10000_14010,no,no,cellular,26,aug,0_21,-1_289,0_91,unknown,no
30_60,admin.,divorced,secondary,-10000_14010,yes,no,cellular,15,may,0_21,289_580,0_91,failure,no
30_60,technician,married,secondary,-10000_14010,no,no,cellular,28,aug,0_21,-1_289,0_91,unknown,no
0_30,admin.,single,tertiary,-10000_14010,no,no,cellular,28,dec,0_21,-1_289,0_91,unknown,no
0_30,blue-collar,single,primary,-10000_14010,yes,no,telephone,29,jan,0_21,-1_289,0_91,other,no
0_30,management,single,tertiary,-10000_14010,no,no,cellular,28,aug,0_21,-1_289,0_91,unknown,no
30_60,retired,divorced,tertiary,-10000_14010,yes,no,cellular,30,jul,0_21,-1_289,0_91,unknown,no
0_30,blue-collar,married,primary,-10000_14010,yes,no,cellular,11,jul,0_21,-1_289,0_91,unknown,no
0_30,management,married,tertiary,-10000_14010,no,yes,cellular,17,apr,0_21,-1_289,0_91,unknown,no
30_60,services,married,secondary,-10000_14010,yes,no,cellular,7,may,0_21,289_580,0_91,failure,no
30_60,technician,single,tertiary,-10000_14010,no,no,cellular,16,oct,0_21,-1_289,0_91,failure,yes
0_30,technician,divorced,secondary,-10000_14010,yes,yes,cellular,4,feb,0_21,-1_289,0_91,unknown,no
0_30,blue-collar,married,secondary,-10000_14010,yes,no,unknown,15,may,0_21,-1_289,0_91,unknown,no
0_30,management,single,tertiary,-10000_14010,no,no,cellular,25,aug,0_21,-1_289,0_91,unknown,no
0_30,blue-collar,divorced,primary,-10000_14010,no,no,unknown,13,may,0_21,-1_289,0_91,unknown,no
30_60,blue-collar,married,secondary,-10000_14010,yes,no,cellular,8,may,0_21,-1_289,0_91,unknown,no
0_30,management,divorced,tertiary,-10000_14010,yes,no,unknown,9,may,0_21,-1_289,0_91,unknown,no
60_max,retired,divorced,primary,-10000_14010,no,no,telephone,16,apr,0_21,-1_289,0_91,unknown,no
0_30,entrepreneur,single,secondary,-10000_14010,no,no,cellular,18,nov,0_21,-1_289,0_91,failure,no
30_60,technician,married,secondary,-10000_14010,yes,yes,telephone,6,aug,0_21,-1_289,0_91,unknown,no
0_30,blue-collar,single,secondary,-10000_14010,yes,no,unknown,12,may,0_21,-1_289,0_91,unknown,no
30_60,management,married,tertiary,-10000_14010,no,yes,telephone,17,jul,0_21,-1_289,0_91,unknown,no
0_30,technician,single,secondary,-10000_14010,no,no,cellular,27,aug,0_21,-1_289,0_91,unknown,no
30_60,technician,married,tertiary,-10000_14010,no,no,cellular,12,aug,0_21,-1_289,0_91,success,no
30_60,admin.,married,secondary,-10000_14010,no,yes,cellular,18,jul,0_21,-1_289,0_91,unknown,no
0_30,management,married,secondary,-10000_14010,no,no,cellular,22,aug,0_21,-1_289,0_91,unknown,no
0_30,student,single,secondary,-10000_14010,yes,no,cellular,13,may,0_21,-1_289,0_91,unknown,no
0_30,technician,married,secondary,-10000_14010,yes,no,cellular,28,jul,0_21,-1_289,0_91,unknown,no
30_60,blue-collar,married,secondary,-10000_14010,yes,no,telephone,15,jul,0_21,-1_289,0_91,unknown,no
0_30,management,married,tertiary,-10000_14010,yes,no,cellular,5,may,0_21,289_580,0_91,failure,no
0_30,technician,single,tertiary,-10000_14010,yes,no,cellular,17,apr,0_21,-1_289,0_91,unknown,no
0_30,blue-collar,single,primary,-10000_14010,yes,no,unknown,28,may,0_21,-1_289,0_91,unknown,no
0_30,blue-collar,single,secondary,-10000_14010,yes,yes,cellular,17,apr,0_21,289_580,0_91,failure,no
30_60,blue-collar,single,primary,-10000_14010,yes,no,cellular,18,nov,0_21,-1_289,0_91,unknown,no
0_30,entrepreneur,married,unknown,-10000_14010,yes,no,unknown,6,may,0_21,-1_289,0_91,unknown,no
30_60,blue-collar,married,secondary,-10000_14010,yes,yes,unknown,30,may,0_21,-1_289,0_91,unknown,no
0_30,services,single,secondary,-10000_14010,no,no,unknown,17,jun,0_21,-1_289,0_91,unknown,no
30_60,technician,single,unknown,-10000_14010,yes,yes,cellular,18,nov,0_21,-1_289,0_91,failure,no
0_30,management,married,secondary,-10000_14010,yes,no,cellular,20,apr,0_21,-1_289,0_91,unknown,no
0_30,management,single,tertiary,14010_36039,no,no,cellular,18,nov,0_21,-1_289,0_91,unknown,no
0_30,technician,married,tertiary,-10000_14010,no,no,cellular,30,apr,0_21,-1_289,0_91,unknown,no
30_60,management,married,unknown,-10000_14010,yes,yes,cellular,19,nov,0_21,-1_289,0_91,unknown,no
30_60,blue-collar,married,secondary,-10000_14010,yes,no,unknown,5,may,0_21,-1_289,0_91,unknown,no
0_30,management,single,tertiary,-10000_14010,yes,no,cellular,5,may,0_21,-1_289,0_91,unknown,no
30_60,housemaid,married,primary,-10000_14010,yes,no,cellular,28,jul,0_21,-1_289,0_91,unknown,no
30_60,retired,married,primary,-10000_14010,no,no,cellular,8,jul,0_21,-1_289,0_91,unknown,no
0_30,blue-collar,married,primary,-10000_14010,yes,no,unknown,12,may,0_21,-1_289,0_91,unknown,no
0_30,self-employed,single,tertiary,-10000_14010,no,no,unknown,19,jun,0_21,-1_289,0_91,unknown,no
30_60,admin.,divorced,secondary,-10000_14010,no,no,cellular,21,nov,0_21,-1_289,0_91,unknown,no
0_30,management,single,tertiary,-10000_14010,no,no,cellular,26,aug,0_21,-1_289,0_91,unknown,no
30_60,blue-collar,single,primary,-10000_14010,yes,no,cellular,16,apr,0_21,-1_289,0_91,failure,no
0_30,admin.,single,secondary,-10000_14010,no,yes,cellular,23,jul,0_21,-1_289,0_91,unknown,no
0_30,blue-collar,single,secondary,-10000_14010,no,yes,cellular,18,jul,0_21,-1_289,0_91,unknown,no
0_30,blue-collar,married,secondary,-10000_14010,yes,no,cellular,31,jul,0_21,-1_289,0_91,unknown,no
0_30,services,single,secondary,-10000_14010,yes,no,unknown,16,may,0_21,-1_289,0_91,unknown,no
0_30,self-employed,married,secondary,-10000_14010,no,no,cellular,31,jul,21_42,-1_289,0_91,unknown,no
0_30,blue-collar,single,primary,-10000_14010,yes,no,unknown,15,may,0_21,-1_289,0_91,unknown,no
30_60,technician,married,secondary,-10000_14010,no,no,cellular,3,feb,0_21,-1_289,0_91,unknown,no
0_30,management,married,tertiary,-10000_14010,no,no,cellular,14,sep,0_21,-1_289,0_91,unknown,no
0_30,blue-collar,single,secondary,-10000_14010,yes,no,cellular,4,jul,0_21,-1_289,0_91,unknown,yes
0_30,management,married,tertiary,-10000_14010,yes,no,cellular,7,aug,0_21,-1_289,0_91,unknown,no
30_60,housemaid,married,secondary,-10000_14010,no,no,unknown,9,jun,0_21,-1_289,0_91,unknown,no
0_30,services,divorced,secondary,-10000_14010,yes,no,cellular,4,feb,0_21,-1_289,0_91,unknown,no
0_30,self-employed,married,tertiary,-10000_14010,yes,yes,cellular,18,nov,0_21,-1_289,0_91,failure,no
0_30,technician,single,secondary,-10000_14010,no,no,cellular,13,aug,0_21,-1_289,0_91,unknown,no
0_30,services,married,secondary,-10000_14010,yes,no,cellular,28,jul,0_21,-1_289,0_91,unknown,no
0_30,management,single,tertiary,-10000_14010,no,no,cellular,13,aug,0_21,-1_289,0_91,unknown,no
30_60,technician,married,tertiary,-10000_14010,no,yes,unknown,16,jun,0_21,-1_289,0_91,unknown,no
30_60,self-employed,married,primary,-10000_14010,yes,yes,unknown,20,jun,0_21,-1_289,0_91,unknown,no
0_30,services,married,secondary,-10000_14010,yes,no,cellular,30,jul,0_21,-1_289,0_91,unknown,no
0_30,management,single,tertiary,-10000_14010,no,yes,cellular,5,feb,0_21,-1_289,0_91,unknown,no
30_60,technician,married,primary,-10000_14010,yes,no,unknown,8,may,0_21,-1_289,0_91,unknown,no
0_30,admin.,married,tertiary,-10000_14010,no,no,unknown,16,jun,0_21,-1_289,0_91,unknown,no
0_30,technician,married,secondary,-10000_14010,yes,no,unknown,2,jun,0_21,-1_289,0_91,unknown,no
0_30,management,married,tertiary,-10000_14010,yes,no,unknown,19,may,0_21,-1_289,0_91,unknown,no
0_30,blue-collar,married,secondary,-10000_14010,no,no,cellular,14,aug,0_21,-1_289,0_91,unknown,no
0_30,entrepreneur,married,primary,-10000_14010,yes,no,cellular,6,may,0_21,-1_289,0_91,unknown,no
0_30,technician,married,secondary,-10000_14010,yes,no,cellular,21,aug,0_21,-1_289,0_91,unknown,no
0_30,blue-collar,married,secondary,-10000_14010,yes,yes,unknown,16,may,0_21,-1_289,0_91,unknown,no
0_30,blue-collar,single,primary,-10000_14010,no,no,unknown,9,jul,0_21,-1_289,0_91,unknown,no
0_30,blue-collar,single,primary,-10000_14010,yes,no,cellular,28,jan,0_21,-1_289,0_91,unknown,no
0_30,services,married,secondary,-10000_14010,yes,no,cellular,6,may,0_21,289_580,0_91,failure,no
0_30,blue-collar,single,primary,-10000_14010,no,yes,unknown,5,jun,0_21,-1_289,0_91,unknown,no
0_30,services,single,secondary,-10000_14010,yes,no,cellular,7,may,0_21,-1_289,0_91,unknown,yes
30_60,technician,single,tertiary,-10000_14010,no,no,cellular,17,nov,0_21,-1_289,0_91,unknown,no
30_60,management,married,tertiary,-10000_14010,no,no,cellular,4,aug,0_21,-1_289,0_91,success,yes
0_30,management,married,tertiary,-10000_14010,yes,no,cellular,30,jul,0_21,-1_289,0_91,unknown,yes
30_60,admin.,married,secondary,-10000_14010,no,yes,cellular,18,nov,0_21,-1_289,0_91,unknown,no
30_60,retired,married,tertiary,-10000_14010,no,yes,cellular,15,jul,0_21,-1_289,0_91,unknown,no
0_30,technician,married,secondary,-10000_14010,no,no,unknown,26,may,0_21,-1_289,0_91,unknown,no
0_30,self-employed,married,secondary,-10000_14010,yes,yes,cellular,15,jul,0_21,-1_289,0_91,unknown,no
0_30,admin.,single,secondary,-10000_14010,yes,no,telephone,21,jul,0_21,-1_289,0_91,unknown,no
0_30,unemployed,married,tertiary,-10000_14010,no,no,cellular,4,feb,0_21,-1_289,0_91,unknown,no
0_30,housemaid,single,secondary,-10000_14010,no,no,cellular,19,nov,0_21,-1_289,0_91,failure,no
30_60,management,married,tertiary,-10000_14010,no,no,cellular,4,aug,0_21,-1_289,0_91,unknown,yes
30_60,blue-collar,single,secondary,-10000_14010,no,no,cellular,12,may,0_21,-1_289,0_91,unknown,no
30_60,technician,married,secondary,-10000_14010,no,no,telephone,11,aug,0_21,-1_289,0_91,unknown,no
0_30,management,married,tertiary,-10000_14010,no,no,cellular,31,aug,0_21,289_580,0_91,failure,no
0_30,blue-collar,married,secondary,-10000_14010,yes,no,cellular,15,may,0_21,289_580,0_91,failure,no
30_60,blue-collar,married,primary,-10000_14010,no,yes,telephone,11,jul,0_21,-1_289,0_91,unknown,no
0_30,technician,single,tertiary,-10000_14010,yes,yes,cellular,5,may,0_21,-1_289,0_91,unknown,no
0_30,admin.,single,tertiary,-10000_14010,yes,yes,unknown,6,jun,0_21,-1_289,0_91,unknown,no
0_30,admin.,married,tertiary,-10000_14010,no,no,cellular,25,nov,0_21,-1_289,0_91,other,no
30_60,blue-collar,married,secondary,-10000_14010,yes,no,cellular,11,jul,0_21,-1_289,0_91,unknown,yes
30_60,retired,married,secondary,-10000_14010,yes,no,unknown,26,may,0_21,-1_289,0_91,unknown,no
0_30,technician,single,tertiary,-10000_14010,no,no,cellular,28,aug,0_21,-1_289,0_91,unknown,no
0_30,management,married,tertiary,-10000_14010,yes,no,cellular,5,may,0_21,-1_289,0_91,unknown,yes
30_60,management,married,tertiary,-10000_14010,yes,no,unknown,6,jun,0_21,-1_289,0_91,unknown,no
30_60,admin.,married,secondary,-10000_14010,no,no,cellular,3,feb,0_21,-1_289,0_91,success,yes
0_30,admin.,married,tertiary,-10000_14010,yes,no,cellular,29,jul,0_21,-1_289,0_91,unknown,no
30_60,blue-collar,married,primary,-10000_14010,yes,yes,cellular,19,nov,0_21,-1_289,0_91,unknown,no
30_60,admin.,divorced,secondary,-10000_14010,yes,no,cellular,6,may,0_21,-1_289,0_91,failure,no
0_30,admin.,single,tertiary,-10000_14010,yes,no,cellular,27,apr,0_21,-1_289,0_91,unknown,no
0_30,self-employed,single,tertiary,-10000_14010,yes,yes,cellular,19,nov,0_21,-1_289,0_91,failure,no
0_30,admin.,married,secondary,-10000_14010,yes,no,unknown,27,may,0_21,-1_289,0_91,unknown,no
30_60,management,married,tertiary,-10000_14010,yes,no,cellular,5,aug,0_21,-1_289,0_91,unknown,no
30_60,technician,married,tertiary,-10000_14010,yes,no,cellular,21,nov,0_21,-1_289,0_91,unknown,no
30_60,housemaid,divorced,secondary,-10000_14010,yes,no,unknown,4,jun,0_21,-1_289,0_91,unknown,no
0_30,admin.,single,secondary,-10000_14010,yes,yes,cellular,6,may,0_21,-1_289,0_91,unknown,no
0_30,entrepreneur,single,secondary,-10000_14010,yes,no,unknown,9,may,0_21,-1_289,0_91,unknown,no
0_30,technician,married,secondary,-10000_14010,no,no,cellular,26,aug,0_21,-1_289,0_91,unknown,no
30_60,blue-collar,divorced,secondary,-10000_14010,yes,no,cellular,16,apr,0_21,-1_289,0_91,unknown,no
0_30,management,married,tertiary,-10000_14010,yes,no,cellular,14,aug,0_21,-1_289,0_91,unknown,no
0_30,admin.,single,secondary,-10000_14010,no,no,cellular,29,jul,0_21,-1_289,0_91,unknown,no
0_30,admin.,married,unknown,-10000_14010,no,no,cellular,14,oct,0_21,-1_289,0_91,failure,no
0_30,admin.,single,secondary,-10000_14010,yes,no,telephone,29,jan,0_21,-1_289,0_91,unknown,no
0_30,management,married,tertiary,-10000_14010,yes,no,unknown,5,may,0_21,-1_289,0_91,unknown,no
30_60,management,married,secondary,-10000_14010,no,no,telephone,31,jul,0_21,-1_289,0_91,unknown,no
0_30,admin.,single,tertiary,-10000_14010,yes,yes,cellular,30,apr,0_21,-1_289,0_91,unknown,yes
30_60,services,married,secondary,-10000_14010,no,no,cellular,4,aug,0_21,-1_289,0_91,unknown,no
