@relation raw_sales

@attribute datesold date dd-MM-yyyy
@attribute postcode numeric
@attribute price numeric
@attribute propertyType {house,unit}
@attribute bedrooms numeric

@data
03-03-2016,2913,370000,house,3
04-03-2016,2902,305000,house,2
05-03-2016,2615,495000,house,3
06-03-2016,2912,620000,house,5
07-03-2016,2906,378000,house,3
08-03-2016,2913,430000,house,3
09-03-2016,2906,353750,house,3
10-03-2016,2902,425000,house,3
11-03-2016,2617,375000,house,2
12-03-2016,2602,625000,house,3
15-03-2016,2906,332000,house,3
16-03-2016,2615,340000,house,3
17-03-2016,2905,364000,house,3
18-03-2016,2615,385000,house,3
19-03-2016,2600,385000,house,1
21-03-2016,2617,442000,house,3
22-03-2016,2615,415000,house,3
23-03-2016,2913,358000,house,3
24-03-2016,2615,396000,house,3
25-03-2016,2615,467500,house,3
26-03-2016,2617,570000,house,3
28-03-2016,2615,425000,house,3
29-03-2016,2914,550000,house,4
30-03-2016,2602,322000,house,1
31-03-2016,2904,436000,house,3
01-04-2016,2906,372500,house,3
02-04-2016,2905,440000,house,3
04-04-2016,2607,225000,house,2
05-04-2016,2606,235000,house,2
06-04-2016,2615,315000,house,2
07-04-2016,2615,393000,house,3
08-04-2016,2904,460000,house,3
09-04-2016,2905,561300,house,4
10-04-2016,2914,610000,house,4
11-04-2016,2604,380000,house,2
12-04-2016,2906,380000,house,3
13-04-2016,2609,96000,house,2
14-04-2016,2615,490000,house,4
15-04-2016,2905,372500,house,3
16-04-2016,2617,410000,house,3
18-04-2016,2913,401500,house,3
19-04-2016,2605,405000,house,2
20-04-2016,2913,340000,house,3
21-04-2016,2615,360000,house,3
22-04-2016,2913,350000,house,3
23-04-2016,2614,475000,house,4
24-04-2016,2906,405000,house,3
25-04-2016,2914,461700,house,3
26-04-2016,2913,370000,house,3
27-04-2016,2906,395000,house,3
28-04-2016,2906,440000,house,3
29-04-2016,2906,350000,house,3
30-04-2016,2615,455000,house,3
02-05-2016,2617,405000,house,2
03-05-2016,2607,280000,house,2
04-05-2016,2913,385000,house,3
05-05-2016,2906,360000,house,3
06-05-2016,2906,360000,house,3
07-05-2016,2904,500000,house,3
09-05-2016,2906,408000,house,3
10-05-2016,2905,430000,house,3
11-05-2016,2913,525000,house,3
12-05-2016,2615,475000,house,3
13-05-2016,2905,500000,house,3
14-05-2016,2615,442000,house,3
15-05-2016,2615,485000,house,4
16-05-2016,2615,381000,house,3
17-05-2016,2905,399000,house,3
18-05-2016,2903,442500,house,3
19-05-2016,2615,395000,house,3
20-05-2016,2615,440700,house,4
21-05-2016,2913,374000,house,3
22-05-2016,2913,600000,house,4
23-05-2016,2615,420000,house,3
24-05-2016,2905,420000,house,4
25-05-2016,2913,340000,house,2
26-05-2016,2906,390000,house,3
27-05-2016,2913,460000,house,3
28-05-2016,2913,417500,house,3
30-05-2016,2913,405000,house,3
31-05-2016,2902,420000,house,3
01-06-2016,2906,382000,house,3
02-06-2016,2906,442500,house,3
03-06-2016,2913,410000,house,3
04-06-2016,2611,425000,house,3
06-06-2016,2906,352000,house,3
07-06-2016,2906,445000,house,3
08-06-2016,2905,340000,house,3
09-06-2016,2905,422500,house,3
10-06-2016,2906,368000,house,3
11-06-2016,2615,475000,house,3
13-06-2016,2905,495000,house,3
14-06-2016,2913,607000,house,4
15-06-2016,2615,370000,house,2
16-06-2016,2615,395000,house,3
17-06-2016,2617,410000,house,3
18-06-2016,2615,488000,house,4
20-06-2016,2606,220000,house,1
21-06-2016,2615,599950,house,4
22-06-2016,2904,560000,house,4
23-06-2016,2914,410000,house,3
24-06-2016,2615,400000,house,3
25-06-2016,2913,430000,house,3
27-06-2016,2905,548500,house,4
28-06-2016,2905,481000,house,3
29-06-2016,2914,390000,house,4
30-06-2016,2913,348000,house,3
01-07-2016,2905,417000,house,3
02-07-2016,2611,510500,house,2
04-07-2016,2905,495000,house,3
05-07-2016,2615,367500,house,3
06-07-2016,2906,395000,house,3
07-07-2016,2615,445000,house,3
08-07-2016,2615,413000,house,3
09-07-2016,2614,185000,house,1
11-07-2016,2904,461500,house,3
12-07-2016,2902,390000,house,3
13-07-2016,2617,440000,house,3
14-07-2016,2906,405000,house,3
15-07-2016,2904,475000,house,3
16-07-2016,2913,415250,house,3
18-07-2016,2615,415000,house,3
19-07-2016,2902,560000,house,5
20-07-2016,2902,485000,house,3
21-07-2016,2615,482500,house,3
22-07-2016,2906,395000,house,3
23-07-2016,2914,432000,house,3
25-07-2016,2902,450000,house,3
26-07-2016,2905,285000,house,2
27-07-2016,2914,490000,house,3
28-07-2016,2615,415000,house,3
29-07-2016,2913,387500,house,3
30-07-2016,2617,512000,house,3
31-07-2016,2615,490000,house,3
01-08-2016,2913,400000,house,3
02-08-2016,2911,385000,house,2
03-08-2016,2912,320000,house,2
04-08-2016,2611,365000,house,2
05-08-2016,2913,378000,house,2
06-08-2016,2913,411000,house,3
08-08-2016,2905,455000,house,3
09-08-2016,2906,395000,house,3
10-08-2016,2913,456000,house,3
11-08-2016,2602,430000,house,3
12-08-2016,2914,361000,house,3
13-08-2016,2615,417500,house,3
14-08-2016,2913,490000,house,3
15-08-2016,2914,440000,house,3
16-08-2016,2913,340000,house,2
17-08-2016,2905,460000,house,3
18-08-2016,2612,331000,house,1
19-08-2016,2615,485000,house,3
20-08-2016,2905,530000,house,4
21-08-2016,2905,445000,house,3
22-08-2016,2615,390500,house,2
23-08-2016,2913,376000,house,2
24-08-2016,2611,485000,house,2
25-08-2016,2615,372000,house,3
26-08-2016,2615,405000,house,3
27-08-2016,2615,472000,house,3
29-08-2016,2615,357000,house,2
30-08-2016,2617,240000,house,1
31-08-2016,2914,312000,house,3
01-09-2016,2617,505000,house,3
02-09-2016,2906,399000,house,3
03-09-2016,2914,435000,house,3
04-09-2016,2614,490000,house,3
05-09-2016,2904,385000,house,3
06-09-2016,2617,410000,house,2
07-09-2016,2905,425000,house,3
08-09-2016,2615,395000,house,3
09-09-2016,2905,400000,house,2
10-09-2016,2615,476000,house,3
12-09-2016,2606,697500,house,3
13-09-2016,2615,485000,house,3
14-09-2016,2615,390000,house,3
15-09-2016,2615,380000,house,3
16-09-2016,2615,397000,house,2
17-09-2016,2614,482000,house,3
19-09-2016,2615,385000,house,3
20-09-2016,2902,455000,house,3
21-09-2016,2906,453000,house,3
22-09-2016,2913,382000,house,3
23-09-2016,2906,440000,house,3
24-09-2016,2615,381000,house,2
25-09-2016,2600,750000,house,2
26-09-2016,2611,965000,house,4
27-09-2016,2615,551000,house,3
28-09-2016,2905,403500,house,3
29-09-2016,2905,407500,house,3
30-09-2016,2906,411500,house,3
01-10-2016,2905,405000,house,3
04-10-2016,2913,405000,house,3
05-10-2016,2615,342500,house,2
06-10-2016,2606,427500,house,2
07-10-2016,2913,385000,house,3
08-10-2016,2905,360000,house,2
10-10-2016,2905,425000,house,3
11-10-2016,2606,225000,house,1
12-10-2016,2906,370000,house,3
13-10-2016,2913,390000,house,3
14-10-2016,2912,255000,house,1
15-10-2016,2615,445000,house,3
16-10-2016,2611,1060000,house,4
17-10-2016,2913,468000,house,3
18-10-2016,2607,280000,house,2
19-10-2016,2615,410000,house,3
20-10-2016,2615,402000,house,3
21-10-2016,2900,365000,house,2
22-10-2016,2902,447000,house,3
24-10-2016,2906,400000,house,3
25-10-2016,2902,446000,house,3
26-10-2016,2906,387000,house,3
27-10-2016,2906,435000,house,3
28-10-2016,2913,320000,house,2
29-10-2016,2615,461500,house,3
30-10-2016,2615,472000,house,4
31-10-2016,2906,378500,house,3
01-11-2016,2904,505000,house,4
02-11-2016,2615,460000,house,3
03-11-2016,2617,258000,house,1
04-11-2016,2914,445000,house,3
05-11-2016,2902,460000,house,3
06-11-2016,2914,640000,house,4
07-11-2016,2904,604000,house,4
08-11-2016,2913,465000,house,0
09-11-2016,2913,405000,house,3
10-11-2016,2913,405000,house,3
11-11-2016,2914,440000,house,3
12-11-2016,2905,460500,house,3
13-11-2016,2614,780000,house,3
14-11-2016,2906,395000,house,3
15-11-2016,2615,469000,house,4
16-11-2016,2615,351500,house,2
17-11-2016,2913,410000,house,3
18-11-2016,2905,380000,house,3
19-11-2016,2913,467000,house,3
20-11-2016,2600,5475000,house,5
21-11-2016,2906,405000,house,3
22-11-2016,2905,369000,house,3
23-11-2016,2611,441000,house,2
24-11-2016,2905,405000,house,3
25-11-2016,2905,366000,house,3
26-11-2016,2902,445000,house,4
27-11-2016,2906,428000,house,3
28-11-2016,2607,500000,house,3
29-11-2016,2614,290000,house,1
30-11-2016,2615,390000,house,3
01-12-2016,2604,385000,house,2
02-12-2016,2913,415000,house,2
03-12-2016,2905,437000,house,2
04-12-2016,2607,752500,house,3
05-12-2016,2615,358500,house,2
06-12-2016,2615,305000,house,2
07-12-2016,2615,350000,house,3
08-12-2016,2615,493750,house,3
09-12-2016,2905,387500,house,3
10-12-2016,2615,473000,house,4
12-12-2016,2905,382500,house,3
13-12-2016,2615,420000,house,3
14-12-2016,2905,387000,house,3
15-12-2016,2905,437500,house,3
16-12-2016,2902,450000,house,3
17-12-2016,2615,415000,house,3
19-12-2016,2617,351000,house,2
20-12-2016,2615,381000,house,3
21-12-2016,2615,400000,house,3
22-12-2016,2615,412500,house,3
23-12-2016,2607,205000,house,1
29-12-2016,2903,521000,house,4
30-12-2016,2906,420000,house,3
01-01-2017,2602,1095000,house,4
03-01-2017,2615,426000,house,3
05-01-2017,2615,410000,house,2
06-01-2017,2615,631472,house,4
09-01-2017,2615,367000,house,2
10-01-2017,2602,440000,house,3
11-01-2017,2602,272000,house,2
12-01-2017,2615,432000,house,3
13-01-2017,2905,430000,house,3
14-01-2017,2615,672000,house,4
15-01-2017,2604,900000,house,3
16-01-2017,2913,385000,house,3
17-01-2017,2615,410000,house,3
18-01-2017,2902,540000,house,4
19-01-2017,2615,390000,house,3
20-01-2017,2905,465000,house,3
21-01-2017,2615,478000,house,3
22-01-2017,2606,790000,house,4
23-01-2017,2913,383500,house,3
24-01-2017,2906,350000,house,3
25-01-2017,2617,600000,house,5
27-01-2017,2903,570000,house,3
28-01-2017,2615,604000,house,3
30-01-2017,2914,560000,house,4
31-01-2017,2615,421000,house,3
01-02-2017,2606,225000,house,2
02-02-2017,2607,190000,house,1
03-02-2017,2602,480000,house,3
04-02-2017,2615,520000,house,3
06-02-2017,2611,500000,house,2
07-02-2017,2905,452000,house,3
08-02-2017,2913,405000,house,3
09-02-2017,2607,315000,house,2
10-02-2017,2914,434000,house,3
11-02-2017,2615,400000,house,3
12-02-2017,2615,630000,house,4
13-02-2017,2906,445000,house,3
14-02-2017,2606,315000,house,2
15-02-2017,2913,391000,house,3
16-02-2017,2906,375000,house,3
17-02-2017,2914,410000,house,3
18-02-2017,2905,490000,house,3
20-02-2017,2604,395000,house,2
21-02-2017,2913,400000,house,2
22-02-2017,2611,327000,house,1
23-02-2017,2615,455000,house,3
24-02-2017,2906,451000,house,3
25-02-2017,2913,435000,house,3
27-02-2017,2913,460000,house,3
28-02-2017,2617,371300,house,1
01-03-2017,2615,445000,house,3
02-03-2017,2903,517000,house,3
03-03-2017,2615,330000,house,2
04-03-2017,2903,492000,house,3
05-03-2017,2902,592500,house,4
06-03-2017,2615,430000,house,3
07-03-2017,2902,510000,house,3
08-03-2017,2906,460000,house,3
09-03-2017,2905,450000,house,3
10-03-2017,2911,540000,house,3
11-03-2017,2913,431000,house,3
12-03-2017,2905,565000,house,4
14-03-2017,2607,490000,house,3
15-03-2017,2902,450000,house,3
16-03-2017,2913,380500,house,3
17-03-2017,2615,401000,house,3
18-03-2017,2615,426000,house,2
19-03-2017,2600,1650000,house,4
20-03-2017,2911,410000,house,2
21-03-2017,2906,390000,house,3
22-03-2017,2906,400000,house,2
23-03-2017,2902,515000,house,3
24-03-2017,2906,450000,house,3
25-03-2017,2902,550000,house,3
26-03-2017,2615,495000,house,3
27-03-2017,2615,485000,house,3
28-03-2017,2913,444000,house,3
29-03-2017,2914,431000,house,4
30-03-2017,2913,415000,house,3
31-03-2017,2913,406000,house,3
01-04-2017,2903,542000,house,4
02-04-2017,2607,742000,house,3
03-04-2017,2615,343500,house,2
04-04-2017,2903,403000,house,2
05-04-2017,2906,415000,house,3
06-04-2017,2913,447700,house,3
07-04-2017,2615,480000,house,3
08-04-2017,2614,413000,house,2
09-04-2017,2600,1400000,house,4
10-04-2017,2905,475000,house,3
11-04-2017,2606,315000,house,2
12-04-2017,2906,447000,house,3
13-04-2017,2914,370000,house,2
14-04-2017,2611,730000,house,4
15-04-2017,2602,716000,house,3
16-04-2017,2905,480000,house,3
17-04-2017,2902,475000,house,3
18-04-2017,2611,332000,house,1
19-04-2017,2617,311000,house,2
20-04-2017,2905,418000,house,3
21-04-2017,2913,520000,house,4
22-04-2017,2913,460000,house,3
23-04-2017,2906,510000,house,3
24-04-2017,2905,480000,house,3
25-04-2017,2904,785000,house,4
26-04-2017,2913,431000,house,3
27-04-2017,2913,424500,house,3
28-04-2017,2913,370000,house,2
29-04-2017,2913,490000,house,3
30-04-2017,2615,398000,house,3
01-05-2017,2905,445000,house,3
02-05-2017,2905,555000,house,4
03-05-2017,2902,390000,house,3
04-05-2017,2904,477000,house,3
05-05-2017,2615,423000,house,3
06-05-2017,2903,500000,house,3
08-05-2017,2904,512000,house,3
09-05-2017,2614,423000,house,3
10-05-2017,2611,425000,house,2
11-05-2017,2615,410000,house,2
12-05-2017,2913,344155,house,2
13-05-2017,2617,431000,house,2
14-05-2017,2904,730000,house,4
15-05-2017,2615,321000,house,3
16-05-2017,2906,420000,house,3
17-05-2017,2615,435000,house,3
18-05-2017,2905,397500,house,2
19-05-2017,2906,500000,house,3
20-05-2017,2617,391000,house,2
22-05-2017,2913,505000,house,3
23-05-2017,2913,455000,house,2
24-05-2017,2615,445000,house,3
25-05-2017,2606,420000,house,2
26-05-2017,2615,465000,house,3
27-05-2017,2904,462000,house,3
29-05-2017,2913,440000,house,3
30-05-2017,2615,461000,house,3
31-05-2017,2615,375000,house,3
01-06-2017,2614,471500,house,2
02-06-2017,2606,300000,house,1
03-06-2017,2913,470000,house,3
05-06-2017,2914,422000,house,2
06-06-2017,2615,410000,house,3
07-06-2017,2615,485000,house,3
08-06-2017,2617,272500,house,1
09-06-2017,2911,419000,house,2
10-06-2017,2902,450000,house,3
13-06-2017,2905,450000,house,3
14-06-2017,2614,602500,house,3
15-06-2017,2609,255000,house,3
16-06-2017,2913,515000,house,3
17-06-2017,2615,578000,house,3
18-06-2017,2607,773000,house,4
19-06-2017,2913,545000,house,3
20-06-2017,2913,470150,house,3
21-06-2017,2615,425000,house,3
22-06-2017,2902,430500,house,3
23-06-2017,2615,395000,house,3
24-06-2017,2902,466000,house,3
26-06-2017,2914,554546,house,3
27-06-2017,2905,595000,house,4
28-06-2017,2913,415000,house,3
29-06-2017,2615,450000,house,3
30-06-2017,2913,360000,house,2
01-07-2017,2615,520000,house,3
02-07-2017,2914,690000,house,4
03-07-2017,2614,390000,house,3
04-07-2017,2905,465000,house,3
05-07-2017,2615,420000,house,3
06-07-2017,2906,410000,house,3
07-07-2017,2615,380000,house,2
08-07-2017,2615,450000,house,3
09-07-2017,2605,815000,house,3
10-07-2017,2611,560000,house,3
11-07-2017,2913,440000,house,3
12-07-2017,2615,360500,house,2
13-07-2017,2906,400000,house,3
14-07-2017,2906,447000,house,3
15-07-2017,2615,527000,house,3
17-07-2017,2905,435000,house,2
18-07-2017,2905,450000,house,3
19-07-2017,2913,398000,house,2
20-07-2017,2911,423000,house,2
21-07-2017,2611,365000,house,2
22-07-2017,2906,630000,house,4
23-07-2017,2604,495000,house,2
24-07-2017,2615,522000,house,5
25-07-2017,2615,600000,house,4
26-07-2017,2913,435000,house,3
27-07-2017,2905,302000,house,2
28-07-2017,2913,415000,house,2
29-07-2017,2913,393000,house,3
31-07-2017,2905,415000,house,3
01-08-2017,2912,260000,house,1
02-08-2017,2602,260000,house,1
03-08-2017,2905,410000,house,3
04-08-2017,2903,440000,house,3
05-08-2017,2905,490000,house,3
06-08-2017,2914,800000,house,4
07-08-2017,2611,335000,house,2
08-08-2017,2905,491000,house,3
09-08-2017,2617,290000,house,2
10-08-2017,2615,395000,house,2
11-08-2017,2906,435000,house,3
12-08-2017,2615,450000,house,3
14-08-2017,2611,329000,house,1
15-08-2017,2906,386000,house,3
16-08-2017,2615,412000,house,3
17-08-2017,2913,475000,house,3
18-08-2017,2615,500000,house,3
19-08-2017,2615,420000,house,3
21-08-2017,2906,419000,house,3
22-08-2017,2913,445000,house,3
23-08-2017,2615,560000,house,3
24-08-2017,2906,335000,house,2
25-08-2017,2602,362500,house,2
26-08-2017,2615,401500,house,3
27-08-2017,2905,495000,house,3
28-08-2017,2604,344500,house,0
29-08-2017,2906,461000,house,3
30-08-2017,2905,425000,house,3
31-08-2017,2913,465000,house,3
01-09-2017,2906,440000,house,3
02-09-2017,2615,440000,house,3
03-09-2017,2914,605379,house,4
04-09-2017,2914,239000,house,4
05-09-2017,2905,435000,house,3
06-09-2017,2906,380000,house,3
07-09-2017,2913,363000,house,2
08-09-2017,2905,400000,house,3
09-09-2017,2617,384000,house,2
10-09-2017,2615,605000,house,4
11-09-2017,2905,551000,house,3
12-09-2017,2615,290000,house,2
13-09-2017,2902,529000,house,3
14-09-2017,2614,402000,house,2
15-09-2017,2615,363000,house,2
16-09-2017,2905,472000,house,3
18-09-2017,2906,339000,house,2
19-09-2017,2905,535000,house,3
20-09-2017,2614,272500,house,2
21-09-2017,2602,325000,house,2
22-09-2017,2913,418000,house,3
23-09-2017,2615,390000,house,2
26-09-2017,2913,465000,house,3
27-09-2017,2913,405000,house,2
28-09-2017,2617,385000,house,3
29-09-2017,2905,434000,house,3
30-09-2017,2615,470000,house,3
02-10-2017,2902,452000,house,3
03-10-2017,2905,412000,house,3
04-10-2017,2905,420000,house,2
05-10-2017,2906,375000,house,3
06-10-2017,2615,400000,house,3
07-10-2017,2615,431000,house,2
08-10-2017,2906,475000,house,3
09-10-2017,2905,417000,house,3
10-10-2017,2611,447500,house,2
11-10-2017,2615,395000,house,3
12-10-2017,2913,385000,house,4
13-10-2017,2906,475000,house,3
14-10-2017,2615,405000,house,3
16-10-2017,2617,290000,house,2
17-10-2017,2905,460000,house,3
18-10-2017,2617,455000,house,3
19-10-2017,2911,310000,house,1
20-10-2017,2906,379000,house,3
21-10-2017,2611,505000,house,3
23-10-2017,2913,423000,house,2
24-10-2017,2615,437000,house,3
25-10-2017,2913,476000,house,3
26-10-2017,2913,410000,house,3
27-10-2017,2902,477500,house,3
28-10-2017,2914,460000,house,3
30-10-2017,2611,250000,house,2
31-10-2017,2602,315000,house,1
01-11-2017,2906,375000,house,3
02-11-2017,2615,445000,house,3
03-11-2017,2914,481500,house,3
04-11-2017,2913,476100,house,3
05-11-2017,2620,625000,house,3
06-11-2017,2906,437000,house,3
07-11-2017,2906,466000,house,3
08-11-2017,2615,385000,house,2
09-11-2017,2617,350000,house,1
10-11-2017,2617,500000,house,3
11-11-2017,2903,497000,house,3
13-11-2017,2902,465000,house,3
14-11-2017,2914,600000,house,3
15-11-2017,2913,450000,house,3
16-11-2017,2902,450000,house,3
17-11-2017,2902,318000,house,2
18-11-2017,2913,455000,house,3
19-11-2017,2600,2250000,house,4
20-11-2017,2914,436500,house,2
21-11-2017,2913,417550,house,2
22-11-2017,2615,486000,house,3
23-11-2017,2615,555000,house,3
24-11-2017,2914,465000,house,3
25-11-2017,2607,497500,house,3
27-11-2017,2906,433000,house,3
28-11-2017,2614,421000,house,3
29-11-2017,2615,471000,house,3
30-11-2017,2605,240000,house,1
01-12-2017,2913,438000,house,2
02-12-2017,2614,450000,house,2
03-12-2017,2615,410000,house,3
04-12-2017,2906,404000,house,3
05-12-2017,2914,461500,house,3
06-12-2017,2603,360000,house,1
07-12-2017,2913,480000,house,3
08-12-2017,2602,260000,house,1
09-12-2017,2615,445000,house,2
10-12-2017,2615,515000,house,3
11-12-2017,2615,397000,house,2
12-12-2017,2615,425000,house,3
13-12-2017,2906,445000,house,3
14-12-2017,2611,380000,house,2
15-12-2017,2914,310000,house,3
16-12-2017,2905,527500,house,4
17-12-2017,2615,520000,house,3
18-12-2017,2906,375000,house,3
19-12-2017,2906,385000,house,3
20-12-2017,2906,455000,house,3
21-12-2017,2906,410000,house,3
22-12-2017,2905,417000,house,3
23-12-2017,2912,565000,house,3
28-12-2017,2905,520000,house,3
29-12-2017,2905,590000,house,3
03-01-2018,2600,1200000,house,4
05-01-2018,2611,850000,house,4
08-01-2018,2600,330000,house,2
09-01-2018,2913,510000,house,3
10-01-2018,2902,550000,house,3
12-01-2018,2913,405000,house,2
13-01-2018,2617,765500,house,4
15-01-2018,2912,485000,house,3
16-01-2018,2611,1000000,house,4
17-01-2018,2615,388000,house,2
18-01-2018,2913,425000,house,3
19-01-2018,2902,605000,house,4
20-01-2018,2614,960000,house,4
22-01-2018,2905,627000,house,4
23-01-2018,2906,440000,house,3
24-01-2018,2615,440000,house,3
25-01-2018,2615,440000,house,3
26-01-2018,2603,2600000,house,4
27-01-2018,2615,418500,house,3
29-01-2018,2611,435000,house,4
30-01-2018,2914,445000,house,3
31-01-2018,2905,535000,house,3
01-02-2018,2913,300000,house,1
02-02-2018,2914,448000,house,3
03-02-2018,2913,462500,house,3
05-02-2018,2609,148000,house,1
06-02-2018,2615,440000,house,3
07-02-2018,2905,405000,house,3
08-02-2018,2615,386000,house,3
09-02-2018,2905,408500,house,3
10-02-2018,2615,537000,house,4
11-02-2018,2602,630000,house,3
12-02-2018,2615,417500,house,2
13-02-2018,2914,445000,house,3
14-02-2018,2905,440000,house,3
15-02-2018,2902,508000,house,3
16-02-2018,2914,471259,house,3
17-02-2018,2913,415000,house,2
19-02-2018,2614,270000,house,2
20-02-2018,2615,400000,house,2
21-02-2018,2911,423000,house,2
22-02-2018,2615,520000,house,3
23-02-2018,2615,421000,house,2
24-02-2018,2611,570000,house,3
25-02-2018,2906,610000,house,4
26-02-2018,2912,395000,house,2
27-02-2018,2902,460000,house,3
28-02-2018,2913,335000,house,2
01-03-2018,2605,110000,house,4
02-03-2018,2906,470500,house,3
03-03-2018,2615,468000,house,4
05-03-2018,2914,475000,house,3
06-03-2018,2602,330500,house,2
07-03-2018,2620,199000,house,1
08-03-2018,2906,465000,house,3
09-03-2018,2615,433000,house,3
10-03-2018,2914,555000,house,3
12-03-2018,2611,714900,house,3
13-03-2018,2615,400000,house,3
14-03-2018,2602,465000,house,2
15-03-2018,2905,540000,house,3
16-03-2018,2905,430000,house,3
17-03-2018,2615,450000,house,3
19-03-2018,2905,487000,house,3
20-03-2018,2905,415000,house,2
21-03-2018,2906,410000,house,3
22-03-2018,2913,467000,house,3
23-03-2018,2615,405000,house,3
24-03-2018,2615,410000,house,3
25-03-2018,2615,435000,house,3
26-03-2018,2902,425000,house,3
27-03-2018,2906,440000,house,3
28-03-2018,2906,460000,house,3
29-03-2018,2614,410000,house,3
30-03-2018,2913,685000,house,3
31-03-2018,2606,325000,house,1
02-04-2018,2902,515000,house,3
03-04-2018,2914,454000,house,3
04-04-2018,2905,432000,house,3
05-04-2018,2906,488000,house,3
06-04-2018,2903,520000,house,3
07-04-2018,2617,506000,house,3
08-04-2018,2606,703000,house,3
09-04-2018,2906,505000,house,3
10-04-2018,2902,455000,house,3
11-04-2018,2906,453500,house,3
12-04-2018,2913,490000,house,3
13-04-2018,2914,450000,house,2
14-04-2018,2617,542000,house,3
16-04-2018,2913,480000,house,3
17-04-2018,2913,443000,house,2
18-04-2018,2614,448200,house,2
19-04-2018,2914,473000,house,3
20-04-2018,2606,320000,house,2
21-04-2018,2615,498000,house,3
23-04-2018,2904,512750,house,3
24-04-2018,2906,536000,house,3
26-04-2018,2905,430000,house,3
27-04-2018,2906,450000,house,3
28-04-2018,2615,501000,house,3
30-04-2018,2913,509000,house,3
01-05-2018,2603,348000,house,1
02-05-2018,2615,512000,house,4
03-05-2018,2913,450000,house,3
04-05-2018,2906,430000,house,3
05-05-2018,2905,457000,house,3
06-05-2018,2903,837000,house,5
07-05-2018,2913,518500,house,3
08-05-2018,2906,412000,house,3
09-05-2018,2606,280000,house,2
10-05-2018,2617,535000,house,3
11-05-2018,2602,387000,house,1
12-05-2018,2617,550000,house,3
13-05-2018,2612,820000,house,3
14-05-2018,2611,365000,house,2
15-05-2018,2902,502000,house,3
16-05-2018,2615,465000,house,3
17-05-2018,2615,420000,house,3
18-05-2018,2906,412000,house,3
19-05-2018,2615,462000,house,3
21-05-2018,2905,580000,house,4
22-05-2018,2906,465000,house,3
23-05-2018,2906,400000,house,3
24-05-2018,2905,405000,house,3
25-05-2018,2906,435000,house,3
26-05-2018,2914,440000,house,2
28-05-2018,2617,516000,house,3
29-05-2018,2905,440000,house,2
30-05-2018,2913,418000,house,2
31-05-2018,2614,210000,house,1
01-06-2018,2913,496000,house,3
02-06-2018,2902,450000,house,3
03-06-2018,2913,640000,house,3
04-06-2018,2902,535000,house,3
05-06-2018,2914,370000,house,2
06-06-2018,2906,415000,house,3
07-06-2018,2609,127500,house,2
08-06-2018,2905,430000,house,3
09-06-2018,2902,615500,house,3
12-06-2018,2902,390000,house,2
13-06-2018,2615,460000,house,3
14-06-2018,2906,455000,house,3
15-06-2018,2906,340000,house,3
16-06-2018,2614,425000,house,2
18-06-2018,2906,448000,house,3
19-06-2018,2914,469950,house,3
20-06-2018,2902,455000,house,3
21-06-2018,2615,515000,house,3
22-06-2018,2905,490000,house,3
23-06-2018,2905,477500,house,3
24-06-2018,2603,1370000,house,5
25-06-2018,2914,422500,house,2
26-06-2018,2611,586000,house,3
27-06-2018,2905,440000,house,3
28-06-2018,2913,473000,house,3
29-06-2018,2913,438000,house,2
30-06-2018,2615,535000,house,3
02-07-2018,2615,525000,house,3
03-07-2018,2913,530000,house,3
04-07-2018,2615,430000,house,3
05-07-2018,2906,494000,house,3
06-07-2018,2905,620000,house,4
07-07-2018,2905,528000,house,3
09-07-2018,2913,335000,house,2
10-07-2018,2617,395000,house,2
11-07-2018,2906,440000,house,3
12-07-2018,2914,655000,house,4
13-07-2018,2914,485000,house,3
14-07-2018,2615,531500,house,2
16-07-2018,2902,395000,house,3
17-07-2018,2913,352000,house,2
18-07-2018,2905,445000,house,3
19-07-2018,2903,495000,house,3
20-07-2018,2905,425000,house,3
21-07-2018,2905,452000,house,3
23-07-2018,2906,495000,house,3
24-07-2018,2905,691000,house,4
25-07-2018,2913,421000,house,3
26-07-2018,2615,395000,house,2
27-07-2018,2615,455000,house,3
28-07-2018,2906,540000,house,4
30-07-2018,2914,415000,house,3
31-07-2018,2906,450000,house,3
01-08-2018,2602,350000,house,3
02-08-2018,2906,490600,house,3
03-08-2018,2905,610000,house,3
04-08-2018,2906,400500,house,3
06-08-2018,2903,675000,house,5
07-08-2018,2905,477500,house,3
08-08-2018,2913,455800,house,3
09-08-2018,2615,532000,house,3
10-08-2018,2611,530000,house,4
11-08-2018,2615,585000,house,4
12-08-2018,2903,605000,house,4
13-08-2018,2913,371500,house,2
14-08-2018,2615,478000,house,3
15-08-2018,2615,515000,house,3
16-08-2018,2905,595000,house,4
17-08-2018,2906,487000,house,3
18-08-2018,2615,605000,house,3
20-08-2018,2913,470000,house,3
21-08-2018,2617,552250,house,3
22-08-2018,2906,456500,house,3
23-08-2018,2615,465000,house,3
24-08-2018,2615,500000,house,3
25-08-2018,2902,515000,house,3
26-08-2018,2601,428000,house,1
27-08-2018,2914,487500,house,3
28-08-2018,2617,360000,house,2
29-08-2018,2905,440000,house,3
30-08-2018,2615,515000,house,3
31-08-2018,2906,512000,house,3
01-09-2018,2617,531000,house,3
03-09-2018,2615,527500,house,3
04-09-2018,2913,445000,house,2
05-09-2018,2913,440000,house,2
06-09-2018,2913,480000,house,3
07-09-2018,2913,492000,house,3
